GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
G2601630562600,2013-2017,,,Michigan,26,Wayne County,163,,,562600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5626, Wayne County, Michigan",1662,1171,491,50,0,0,10,0,0,0,40,491,76,58,97,86,52,56,31,0,27,8,"Census Tract 5626, Wayne County, Michigan",72,94,85,50,10,10,15,10,10,10,48,85,42,35,63,54,51,32,39,10,25,14
G2601630562700,2013-2017,,,Michigan,26,Wayne County,163,,,562700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5627, Wayne County, Michigan",1585,1144,441,59,0,0,21,0,0,0,38,441,9,148,98,30,14,56,42,17,18,9,"Census Tract 5627, Wayne County, Michigan",64,81,62,54,10,10,31,10,10,10,43,62,14,69,62,23,17,38,42,19,15,14
G2601630562800,2013-2017,,,Michigan,26,Wayne County,163,,,562800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5628, Wayne County, Michigan",1475,1050,425,56,33,23,0,0,0,0,0,425,7,29,100,98,27,17,19,45,83,0,"Census Tract 5628, Wayne County, Michigan",53,86,83,44,50,36,10,10,10,10,10,83,13,26,46,58,25,19,22,27,41,10
G2601630562900,2013-2017,,,Michigan,26,Wayne County,163,,,562900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5629, Wayne County, Michigan",1559,1173,386,43,0,0,32,0,0,0,11,386,0,61,59,61,43,15,0,49,68,30,"Census Tract 5629, Wayne County, Michigan",60,91,88,48,10,10,44,10,10,10,18,88,10,53,52,39,45,13,10,47,46,35
G2601630563200,2013-2017,,,Michigan,26,Wayne County,163,,,563200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5632, Wayne County, Michigan",1272,499,773,36,0,0,0,0,0,0,36,773,28,71,125,93,85,19,40,75,232,5,"Census Tract 5632, Wayne County, Michigan",64,79,95,49,10,10,10,10,10,10,49,95,24,58,79,65,50,23,39,58,98,9
G2601630563300,2013-2017,,,Michigan,26,Wayne County,163,,,563300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5633, Wayne County, Michigan",1280,508,772,12,12,0,0,0,0,0,0,772,19,98,216,116,95,30,40,7,143,8,"Census Tract 5633, Wayne County, Michigan",41,51,64,18,18,10,10,10,10,10,10,64,22,63,74,43,56,35,40,12,65,12
G2601630563400,2013-2017,,,Michigan,26,Wayne County,163,,,563400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5634, Wayne County, Michigan",1814,1506,308,36,24,0,12,0,0,0,0,308,47,37,24,45,9,24,9,9,57,47,"Census Tract 5634, Wayne County, Michigan",58,88,73,39,36,14,16,14,14,14,14,73,42,37,18,45,14,28,14,14,38,39
G2601630563500,2013-2017,,,Michigan,26,Wayne County,163,,,563500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5635, Wayne County, Michigan",1865,1849,16,79,0,0,0,0,12,0,67,16,0,0,0,0,5,11,0,0,0,0,"Census Tract 5635, Wayne County, Michigan",71,72,14,67,14,14,14,14,19,14,66,14,14,14,14,14,9,15,14,14,14,14
G2601630563600,2013-2017,,,Michigan,26,Wayne County,163,,,563600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5636, Wayne County, Michigan",755,647,108,0,0,0,0,0,0,0,0,108,0,0,21,18,22,16,16,0,15,0,"Census Tract 5636, Wayne County, Michigan",21,44,38,10,10,10,10,10,10,10,10,38,10,10,25,23,18,17,17,10,17,10
G2601630563700,2013-2017,,,Michigan,26,Wayne County,163,,,563700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5637, Wayne County, Michigan",610,466,144,15,15,0,0,0,0,0,0,144,24,14,4,5,29,0,0,40,23,5,"Census Tract 5637, Wayne County, Michigan",27,32,35,24,24,10,10,10,10,10,10,35,18,13,8,7,27,10,10,27,24,8
G2601630563800,2013-2017,,,Michigan,26,Wayne County,163,,,563800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5638, Wayne County, Michigan",1095,884,211,0,0,0,0,0,0,0,0,211,0,32,45,30,27,11,8,41,17,0,"Census Tract 5638, Wayne County, Michigan",24,64,64,10,10,10,10,10,10,10,10,64,10,32,47,30,39,16,13,39,20,10
G2601630563900,2013-2017,,,Michigan,26,Wayne County,163,,,563900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5639, Wayne County, Michigan",930,754,176,40,0,0,0,22,18,0,0,176,14,21,20,29,19,28,0,9,23,13,"Census Tract 5639, Wayne County, Michigan",44,56,45,40,10,10,10,32,27,10,10,45,21,26,15,18,16,25,10,12,20,18
G2601630564000,2013-2017,,,Michigan,26,Wayne County,163,,,564000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5640, Wayne County, Michigan",957,232,725,254,94,0,140,0,0,0,20,725,69,61,253,156,43,13,0,59,59,12,"Census Tract 5640, Wayne County, Michigan",93,75,111,102,109,10,67,10,10,10,21,111,63,44,97,74,38,20,10,67,55,13
G2601630564100,2013-2017,,,Michigan,26,Wayne County,163,,,564100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5641, Wayne County, Michigan",1731,758,973,64,23,24,0,0,17,0,0,973,26,197,287,65,105,22,63,24,153,31,"Census Tract 5641, Wayne County, Michigan",62,92,101,55,37,38,10,10,14,10,10,101,24,88,96,40,60,35,53,27,78,39
G2601630564200,2013-2017,,,Michigan,26,Wayne County,163,,,564200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5642, Wayne County, Michigan",1543,1104,439,37,27,0,0,0,0,0,10,439,0,34,0,20,34,49,52,39,202,9,"Census Tract 5642, Wayne County, Michigan",44,92,94,37,43,10,10,10,10,10,17,94,10,29,10,21,41,32,50,29,85,14
G2601630564300,2013-2017,,,Michigan,26,Wayne County,163,,,564300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5643, Wayne County, Michigan",1045,790,255,65,27,0,0,0,9,0,29,255,18,9,48,25,0,9,17,9,111,9,"Census Tract 5643, Wayne County, Michigan",67,77,75,62,42,10,10,10,15,10,45,75,19,13,45,39,10,13,20,14,62,15
G2601630564401,2013-2017,,,Michigan,26,Wayne County,163,,,564401,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5644.01, Wayne County, Michigan",1637,1611,26,30,0,0,15,0,0,0,15,26,0,0,7,0,0,0,0,8,11,0,"Census Tract 5644.01, Wayne County, Michigan",37,39,23,24,14,14,17,14,14,14,17,23,14,14,12,14,14,14,14,13,16,14
G2601630564402,2013-2017,,,Michigan,26,Wayne County,163,,,564402,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5644.02, Wayne County, Michigan",1396,1100,296,113,51,0,0,0,10,0,52,296,14,27,36,42,66,0,7,30,42,32,"Census Tract 5644.02, Wayne County, Michigan",77,80,71,73,47,10,10,10,15,10,60,71,16,28,28,30,49,10,11,38,26,39
G2601630564501,2013-2017,,,Michigan,26,Wayne County,163,,,564501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5645.01, Wayne County, Michigan",1432,1277,155,0,0,0,0,0,0,0,0,155,0,42,5,68,16,0,0,0,18,6,"Census Tract 5645.01, Wayne County, Michigan",33,81,79,10,10,10,10,10,10,10,10,79,10,54,8,59,19,10,10,10,18,10
G2601630564502,2013-2017,,,Michigan,26,Wayne County,163,,,564502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5645.02, Wayne County, Michigan",1255,1179,76,27,0,0,0,0,0,0,27,76,8,0,0,26,11,0,10,0,13,8,"Census Tract 5645.02, Wayne County, Michigan",46,61,39,39,10,10,10,10,10,10,39,39,12,10,10,28,14,10,15,10,15,13
G2601630564503,2013-2017,,,Michigan,26,Wayne County,163,,,564503,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5645.03, Wayne County, Michigan",1256,923,333,313,29,0,140,0,0,0,144,333,0,73,62,15,54,30,0,15,41,43,"Census Tract 5645.03, Wayne County, Michigan",77,82,89,86,46,10,94,10,10,10,101,89,10,45,40,17,47,37,10,17,45,48
G2601630564504,2013-2017,,,Michigan,26,Wayne County,163,,,564504,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5645.04, Wayne County, Michigan",2430,2202,228,159,37,0,0,0,0,0,122,228,0,38,0,20,33,0,30,12,59,36,"Census Tract 5645.04, Wayne County, Michigan",114,136,100,110,54,14,14,14,14,14,109,100,14,30,14,31,36,14,52,21,63,40
G2601630564600,2013-2017,,,Michigan,26,Wayne County,163,,,564600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5646, Wayne County, Michigan",2284,2013,271,11,11,0,0,0,0,0,0,271,0,33,66,29,52,42,19,13,17,0,"Census Tract 5646, Wayne County, Michigan",53,114,105,20,20,14,14,14,14,14,14,105,14,33,57,41,42,66,30,22,28,14
G2601630564700,2013-2017,,,Michigan,26,Wayne County,163,,,564700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5647, Wayne County, Michigan",1722,893,829,78,19,20,0,19,0,0,20,829,53,100,164,116,101,46,36,54,159,0,"Census Tract 5647, Wayne County, Michigan",68,88,108,57,30,32,10,30,10,10,33,108,54,61,74,74,60,41,32,45,79,10
G2601630564800,2013-2017,,,Michigan,26,Wayne County,163,,,564800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5648, Wayne County, Michigan",1699,1511,188,98,18,0,0,0,0,0,80,188,26,18,0,34,24,16,17,25,20,8,"Census Tract 5648, Wayne County, Michigan",69,86,65,66,30,10,10,10,10,10,61,65,25,30,10,36,29,18,22,31,21,13
G2601630564900,2013-2017,,,Michigan,26,Wayne County,163,,,564900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5649, Wayne County, Michigan",814,500,314,56,7,0,0,0,0,0,49,314,6,33,33,28,39,28,71,22,23,31,"Census Tract 5649, Wayne County, Michigan",69,82,90,50,10,10,10,10,10,10,51,90,9,50,26,33,41,32,53,35,24,38
G2601630565000,2013-2017,,,Michigan,26,Wayne County,163,,,565000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5650, Wayne County, Michigan",1745,1374,371,150,21,22,16,0,22,0,69,371,17,47,75,66,0,12,47,29,78,0,"Census Tract 5650, Wayne County, Michigan",80,103,90,80,32,34,18,10,36,10,62,90,18,30,63,53,10,15,43,27,52,10
G2601630565100,2013-2017,,,Michigan,26,Wayne County,163,,,565100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5651, Wayne County, Michigan",1519,957,562,64,24,0,23,0,0,0,17,562,0,36,45,8,69,91,20,100,150,43,"Census Tract 5651, Wayne County, Michigan",60,91,91,56,38,10,36,10,10,10,27,91,10,44,36,14,37,67,24,69,61,29
G2601630565200,2013-2017,,,Michigan,26,Wayne County,163,,,565200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5652, Wayne County, Michigan",2318,969,1349,146,146,0,0,0,0,0,0,1349,40,121,269,203,160,200,69,30,208,49,"Census Tract 5652, Wayne County, Michigan",108,92,136,111,111,14,14,14,14,14,14,136,40,88,103,120,100,112,49,28,114,51
G2601630565300,2013-2017,,,Michigan,26,Wayne County,163,,,565300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5653, Wayne County, Michigan",2587,539,2048,246,128,0,42,0,0,0,76,2048,130,154,341,340,129,123,180,248,357,46,"Census Tract 5653, Wayne County, Michigan",138,95,177,129,90,10,58,10,10,10,84,177,102,111,135,165,73,93,106,149,176,66
G2601630565600,2013-2017,,,Michigan,26,Wayne County,163,,,565600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5656, Wayne County, Michigan",814,747,67,6,6,0,0,0,0,0,0,67,0,11,0,28,0,4,0,5,7,12,"Census Tract 5656, Wayne County, Michigan",21,43,37,9,9,10,10,10,10,10,10,37,10,12,10,26,10,6,10,7,9,13
G2601630565700,2013-2017,,,Michigan,26,Wayne County,163,,,565700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5657, Wayne County, Michigan",1273,1138,135,29,19,0,0,0,0,0,10,135,0,28,8,13,11,0,0,19,49,7,"Census Tract 5657, Wayne County, Michigan",49,93,72,32,28,10,10,10,10,10,18,72,10,26,13,22,17,10,10,28,53,13
G2601630565800,2013-2017,,,Michigan,26,Wayne County,163,,,565800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5658, Wayne County, Michigan",1667,920,747,108,35,0,22,0,0,0,51,747,7,49,82,129,53,22,0,116,249,40,"Census Tract 5658, Wayne County, Michigan",80,113,107,72,42,10,34,10,10,10,50,107,11,50,44,68,43,34,10,69,85,55
G2601630565900,2013-2017,,,Michigan,26,Wayne County,163,,,565900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5659, Wayne County, Michigan",1050,673,377,41,0,0,0,41,0,0,0,377,55,15,29,59,31,39,0,73,72,4,"Census Tract 5659, Wayne County, Michigan",57,76,89,63,10,10,10,63,10,10,10,89,59,21,29,68,26,40,10,71,56,8
G2601630566400,2013-2017,,,Michigan,26,Wayne County,163,,,566400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5664, Wayne County, Michigan",441,125,316,100,52,0,17,0,13,0,18,316,0,14,22,39,42,52,43,32,66,6,"Census Tract 5664, Wayne County, Michigan",49,35,48,50,40,10,20,10,20,10,22,48,10,22,25,23,36,35,34,32,40,9
G2601630566500,2013-2017,,,Michigan,26,Wayne County,163,,,566500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5665, Wayne County, Michigan",1066,343,723,79,13,0,0,0,21,0,45,723,15,27,55,55,67,95,52,21,255,81,"Census Tract 5665, Wayne County, Michigan",100,70,108,59,23,10,10,10,34,10,49,108,23,28,44,34,40,56,43,20,88,47
G2601630566600,2013-2017,,,Michigan,26,Wayne County,163,,,566600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5666, Wayne County, Michigan",788,647,141,32,0,0,9,0,11,0,12,141,0,43,17,10,15,11,0,8,37,0,"Census Tract 5666, Wayne County, Michigan",45,49,42,28,10,10,13,10,19,10,18,42,10,28,17,13,20,13,10,7,30,10
G2601630566700,2013-2017,,,Michigan,26,Wayne County,163,,,566700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5667, Wayne County, Michigan",1429,1054,375,138,8,46,0,0,0,0,84,375,0,72,54,0,26,0,46,53,108,16,"Census Tract 5667, Wayne County, Michigan",87,101,93,73,13,50,10,10,10,10,62,93,10,48,45,10,26,10,45,52,65,25
G2601630566800,2013-2017,,,Michigan,26,Wayne County,163,,,566800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5668, Wayne County, Michigan",1123,665,458,93,0,0,0,63,0,0,30,458,0,11,89,32,23,33,23,9,229,9,"Census Tract 5668, Wayne County, Michigan",75,116,116,67,10,10,10,50,10,10,48,116,10,18,70,29,22,50,35,16,77,16
G2601630566900,2013-2017,,,Michigan,26,Wayne County,163,,,566900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5669, Wayne County, Michigan",1775,876,899,191,36,0,34,0,0,0,121,899,46,139,96,105,81,88,65,33,191,55,"Census Tract 5669, Wayne County, Michigan",101,136,114,90,46,10,40,10,10,10,83,114,36,79,64,62,64,66,52,28,81,54
G2601630567000,2013-2017,,,Michigan,26,Wayne County,163,,,567000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5670, Wayne County, Michigan",1245,854,391,187,29,0,28,0,0,0,130,391,18,71,38,54,27,54,31,49,49,0,"Census Tract 5670, Wayne County, Michigan",91,106,96,91,46,10,44,10,10,10,83,96,29,64,44,42,20,50,34,43,31,10
G2601630567100,2013-2017,,,Michigan,26,Wayne County,163,,,567100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5671, Wayne County, Michigan",1516,1083,433,183,34,0,10,0,0,0,139,433,7,48,29,72,85,35,13,31,94,19,"Census Tract 5671, Wayne County, Michigan",124,109,117,120,54,10,17,10,10,10,110,117,11,38,33,67,65,36,21,47,68,20
G2601630567201,2013-2017,,,Michigan,26,Wayne County,163,,,567201,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5672.01, Wayne County, Michigan",1377,1109,268,41,30,0,0,0,0,0,11,268,0,44,10,97,18,11,28,19,31,10,"Census Tract 5672.01, Wayne County, Michigan",58,106,98,48,46,10,10,10,10,10,16,98,10,46,15,78,20,17,43,22,27,16
G2601630567202,2013-2017,,,Michigan,26,Wayne County,163,,,567202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5672.02, Wayne County, Michigan",1309,636,673,65,29,0,0,0,0,0,36,673,9,110,76,94,57,116,22,27,133,29,"Census Tract 5672.02, Wayne County, Michigan",69,70,97,63,47,10,10,10,10,10,46,97,14,62,65,65,43,82,25,27,79,30
G2601630567300,2013-2017,,,Michigan,26,Wayne County,163,,,567300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5673, Wayne County, Michigan",1900,1427,473,52,0,0,0,0,19,0,33,473,34,80,37,69,53,21,92,14,55,18,"Census Tract 5673, Wayne County, Michigan",69,100,82,58,10,10,10,10,29,10,53,82,32,65,29,55,45,25,63,24,39,20
G2601630567400,2013-2017,,,Michigan,26,Wayne County,163,,,567400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5674, Wayne County, Michigan",1378,1044,334,42,0,0,0,0,9,0,33,334,111,26,82,7,49,8,17,9,17,8,"Census Tract 5674, Wayne County, Michigan",46,83,80,36,10,10,10,10,15,10,41,80,50,23,53,11,44,13,20,14,19,13
G2601630567800,2013-2017,,,Michigan,26,Wayne County,163,,,567800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5678, Wayne County, Michigan",2354,1206,1148,83,83,0,0,0,0,0,0,1148,68,55,65,154,212,139,60,13,324,58,"Census Tract 5678, Wayne County, Michigan",89,102,111,79,79,14,14,14,14,14,14,111,54,51,53,104,108,102,49,20,152,69
G2601630567900,2013-2017,,,Michigan,26,Wayne County,163,,,567900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5679, Wayne County, Michigan",1261,1037,224,15,0,0,0,0,0,0,15,224,0,48,29,18,13,28,0,49,24,15,"Census Tract 5679, Wayne County, Michigan",32,88,81,22,10,10,10,10,10,10,22,81,10,62,32,23,21,42,10,44,26,22
G2601630568000,2013-2017,,,Michigan,26,Wayne County,163,,,568000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5680, Wayne County, Michigan",1140,561,579,34,25,0,0,0,0,0,9,579,20,75,54,70,88,42,0,39,182,9,"Census Tract 5680, Wayne County, Michigan",64,52,75,44,42,10,10,10,10,10,14,75,22,50,31,55,49,33,10,48,72,15
G2601630568200,2013-2017,,,Michigan,26,Wayne County,163,,,568200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5682, Wayne County, Michigan",1476,1305,171,55,0,0,0,0,0,0,55,171,5,8,39,24,6,31,0,0,43,15,"Census Tract 5682, Wayne County, Michigan",65,86,70,52,10,10,10,10,10,10,52,70,8,12,40,25,10,27,10,10,37,20
G2601630568300,2013-2017,,,Michigan,26,Wayne County,163,,,568300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5683, Wayne County, Michigan",1737,757,980,174,33,28,0,0,0,0,113,980,21,74,125,50,72,114,71,60,334,59,"Census Tract 5683, Wayne County, Michigan",105,124,138,106,50,45,10,10,10,10,90,138,23,46,72,35,41,66,45,47,114,61
G2601630568400,2013-2017,,,Michigan,26,Wayne County,163,,,568400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5684, Wayne County, Michigan",1397,1165,232,84,0,0,0,34,0,0,50,232,22,0,39,19,18,9,7,10,100,8,"Census Tract 5684, Wayne County, Michigan",59,98,89,59,10,10,10,52,10,10,53,89,22,10,40,21,21,14,12,18,73,12
G2601630568500,2013-2017,,,Michigan,26,Wayne County,163,,,568500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5685, Wayne County, Michigan",1618,576,1042,314,79,27,50,51,0,0,107,1042,13,85,28,112,103,57,122,121,249,152,"Census Tract 5685, Wayne County, Michigan",121,103,132,113,65,42,56,55,10,10,69,132,22,65,29,66,69,33,74,67,101,95
G2601630568700,2013-2017,,,Michigan,26,Wayne County,163,,,568700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5687, Wayne County, Michigan",1235,966,269,54,0,0,27,0,0,0,27,269,0,42,52,14,5,38,9,33,42,34,"Census Tract 5687, Wayne County, Michigan",59,74,67,55,10,10,40,10,10,10,42,67,10,31,40,21,12,29,14,31,28,31
G2601630568800,2013-2017,,,Michigan,26,Wayne County,163,,,568800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5688, Wayne County, Michigan",1692,58,1634,150,104,25,0,0,21,0,0,1634,68,152,206,156,190,77,176,178,393,38,"Census Tract 5688, Wayne County, Michigan",111,29,112,94,77,40,10,10,36,10,10,112,39,80,84,62,91,42,75,82,123,31
G2601630568900,2013-2017,,,Michigan,26,Wayne County,163,,,568900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5689, Wayne County, Michigan",1244,1074,170,37,0,0,18,0,0,0,19,170,0,8,0,41,6,22,6,0,54,33,"Census Tract 5689, Wayne County, Michigan",53,75,66,40,10,10,28,10,10,10,31,66,10,11,10,47,11,19,11,10,38,35
G2601630569100,2013-2017,,,Michigan,26,Wayne County,163,,,569100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5691, Wayne County, Michigan",953,738,215,49,0,0,49,0,0,0,0,215,0,12,28,51,19,0,5,23,67,10,"Census Tract 5691, Wayne County, Michigan",40,61,63,35,10,10,35,10,10,10,10,63,10,13,31,35,23,10,9,29,48,10
G2601630569200,2013-2017,,,Michigan,26,Wayne County,163,,,569200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5692, Wayne County, Michigan",1111,773,338,149,0,0,31,36,0,0,82,338,0,21,47,67,30,68,30,10,32,33,"Census Tract 5692, Wayne County, Michigan",85,95,81,92,10,10,49,55,10,10,67,81,10,23,38,53,29,43,34,16,25,32
G2601630569300,2013-2017,,,Michigan,26,Wayne County,163,,,569300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5693, Wayne County, Michigan",1476,1210,266,151,35,0,32,0,0,0,84,266,0,0,7,11,15,69,49,24,91,0,"Census Tract 5693, Wayne County, Michigan",94,106,116,104,56,10,50,10,10,10,72,116,10,10,10,20,18,68,43,38,69,10
G2601630569400,2013-2017,,,Michigan,26,Wayne County,163,,,569400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5694, Wayne County, Michigan",1132,896,236,53,22,0,0,0,0,0,31,236,0,25,20,28,62,7,0,38,37,19,"Census Tract 5694, Wayne County, Michigan",57,84,79,54,33,10,10,10,10,10,45,79,10,37,22,23,61,12,10,49,37,22
G2601630569500,2013-2017,,,Michigan,26,Wayne County,163,,,569500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5695, Wayne County, Michigan",1043,934,109,0,0,0,0,0,0,0,0,109,0,0,12,35,0,31,0,0,7,24,"Census Tract 5695, Wayne County, Michigan",31,67,60,10,10,10,10,10,10,10,10,60,10,10,14,42,10,27,10,10,12,35
G2601630569600,2013-2017,,,Michigan,26,Wayne County,163,,,569600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5696, Wayne County, Michigan",1248,1087,161,126,0,0,78,0,48,0,0,161,0,0,77,34,19,0,0,24,7,0,"Census Tract 5696, Wayne County, Michigan",70,92,66,72,10,10,64,10,50,10,10,66,10,10,51,28,23,10,10,25,11,10
G2601630569700,2013-2017,,,Michigan,26,Wayne County,163,,,569700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5697, Wayne County, Michigan",1666,1424,242,84,0,0,24,24,0,0,36,242,0,13,43,69,25,8,0,30,44,10,"Census Tract 5697, Wayne County, Michigan",63,92,76,52,10,10,39,38,10,10,43,76,10,20,39,54,38,12,10,41,41,15
G2601630569800,2013-2017,,,Michigan,26,Wayne County,163,,,569800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5698, Wayne County, Michigan",946,711,235,58,0,0,0,0,0,0,58,235,5,12,36,12,21,23,6,25,66,29,"Census Tract 5698, Wayne County, Michigan",52,71,63,42,10,10,10,10,10,10,42,63,7,16,38,13,26,20,8,17,40,19
G2601630569900,2013-2017,,,Michigan,26,Wayne County,163,,,569900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5699, Wayne County, Michigan",925,794,131,26,0,0,15,0,0,0,11,131,0,3,10,12,30,17,6,14,32,7,"Census Tract 5699, Wayne County, Michigan",36,52,46,29,10,10,23,10,10,10,17,46,10,5,15,9,26,24,9,16,27,9
G2601630570100,2013-2017,,,Michigan,26,Wayne County,163,,,570100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5701, Wayne County, Michigan",1617,573,1044,232,119,0,19,0,0,0,94,1044,50,99,165,69,96,70,62,72,319,42,"Census Tract 5701, Wayne County, Michigan",116,96,126,107,68,10,30,10,10,10,74,126,56,67,94,65,75,57,47,57,118,36
G2601630570200,2013-2017,,,Michigan,26,Wayne County,163,,,570200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5702, Wayne County, Michigan",1034,625,409,106,63,0,0,0,20,0,23,409,0,34,12,19,120,13,0,32,137,42,"Census Tract 5702, Wayne County, Michigan",86,89,84,65,52,10,10,10,30,10,30,84,10,35,19,18,54,12,10,38,77,35
G2601630570400,2013-2017,,,Michigan,26,Wayne County,163,,,570400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5704, Wayne County, Michigan",1874,947,927,411,97,16,0,40,42,0,216,927,30,39,57,98,82,113,62,160,196,90,"Census Tract 5704, Wayne County, Michigan",188,193,206,192,107,25,10,66,68,10,159,206,35,63,94,94,66,95,65,112,102,77
G2601630570500,2013-2017,,,Michigan,26,Wayne County,163,,,570500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5705, Wayne County, Michigan",1347,536,811,276,135,0,38,0,0,0,103,811,9,84,130,32,78,92,64,103,198,21,"Census Tract 5705, Wayne County, Michigan",106,113,137,105,81,10,45,10,10,10,58,137,15,76,85,39,44,62,44,70,95,36
G2601630570600,2013-2017,,,Michigan,26,Wayne County,163,,,570600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5706, Wayne County, Michigan",753,340,413,85,62,0,0,0,0,0,23,413,35,34,25,21,51,36,0,15,99,97,"Census Tract 5706, Wayne County, Michigan",57,58,64,47,38,10,10,10,10,10,27,64,36,29,28,19,36,34,10,25,44,46
